Parchemin de Forgemage de Pelles;Parchemin d'expérience;1;01;15;2021;04;18;58;;497 kamas/u.;400;3 999;48 888
Parchemin de Paysan;Parchemin d'expérience;1;01;15;2021;04;19;01;;1174 kamas/u.;2 000;11 495;99 999
Parchemin de Forgeur de dagues;Parchemin d'expérience;1;01;15;2021;04;19;05;;8688 kamas/u.;isyielele);74 996;1699 999
Parchemin de Costumage;Parchemin d'expérience;1;01;15;2021;04;19;09;;9997 kamas/u.;6 099;69 999;699 999
Parchemin de Forgemage d'Epées;Parchemin d'expérience;1;01;15;2021;04;19;12;;6473 kamas/u.;6 511;;
Parchemin de Poissonnier;Parchemin d'expérience;1;01;15;2021;04;19;16;;3436 kamas/u.;3 198;59 999;999 888
Parchemin Blanc;Parchemin d'expérience;1;01;15;2021;04;19;20;;116 kamas/u.;99;1190;11 000
Parchemin de Boucher;Parchemin d'expérience;;01;15;2021;04;19;23;;4703 kamas/u.;;;470 000
Parchemin de Forgeur de Boucliers;Parchemin d'expérience;1;01;15;2021;04;19;28;;7518 kamas/u.;6 499;88 999;
Parchemin de Bicheron;Parchemin d'expérience;1;01;15;2021;04;19;31;;3779 kamas/u.;3779;45 990;398 000
Parchemin de Bijoutier;Parchemin d'expérience;1;01;15;2021;04;19;35;;4527 kamas/u.;4 497;43 995;419 999
Parchemin de Sculptemage de Baguettes;Parchemin d'expérience;1;01;15;2021;04;19;39;;6819 kamas/u.;10 900;;
Parchemin de Cordonnier;Parchemin d'expérience;1;01;15;2021;04;19;43;;21079 kamas/u.;16 990;175 997;1999 999
Parchemin de Sculpteur de baguettes;Parchemin d'expérience;1;01;15;2021;04;19;46;;2224 kamas/u.;1 793;18 497;233 333
Parchemin de Sculptemage de Batons;Parchemin d'expérience;1;01;15;2021;04;19;51;;7290 kamas/u.;30 000;;
Parchemin de Sculpteur d'arcs;Parchemin d'expérience;1;01;15;2021;04;19;54;;26769 kamas/Uu.;15 000;199 998;2 999 999
Parchemin d'Alchimiste;Parchemin d'expérience;1;01;15;2021;04;19;58;;1985 kamas/u.;999;10 000;
Parchemin de Forgeur d'épée;Parchemin d'expérience;1;01;15;2021;04;20;01;;2598 kamas/u.;ya}: ¥/;32 930;278 888
Parchemin de Tailleur;Parchemin d'expérience;1;01;15;2021;04;20;05;;17723 kamas/u.;17 490;147 999;1 849 959
Parchemin de Tailleur;Parchemin d'expérience;1;01;15;2021;04;20;08;;17723 kamas/u.;17 490;147 999;1 849 959
Parchemin de Mineur;Parchemin d'expérience;1;01;15;2021;04;20;12;;5397 kamas/u.;5 985;58 499;499 997
Parchemin d'Ivoire;Parchemin d'expérience;25;01;15;2021;04;20;15;;1638 kamas/u.;1 500;15 555;198 999
Parchemin Doré;Parchemin d'expérience;50;01;15;2021;04;20;19;;16738 kamas/u.;11 999;109 999;1599 999
Petit Parchemin d'Agilité;Parchemin de caractéristique;1;01;15;2021;04;20;28;;15391 kamas/u.;19 999;139 000;
Parchemin de Force;Parchemin de caractéristique;1;01;15;2021;04;20;32;;185141 kamas/u.;bd;1 655 999;
Puissant Parchemin d'Intelligence;Parchemin de caractéristique;1;01;15;2021;04;20;36;;450051 kamas/u.;485 000;4 594 999;
Puissant Parchemin de Chance;Parchemin de caractéristique;1;01;15;2021;04;20;40;;375056 kamas/u.;390 000;3 893 995;
Parchemin de Chance;Parchemin de caractéristique;1;01;15;2021;04;20;44;;87247 kamas/u.;Tepe} oF;823 999;
Grand Parchemin de Vitalite;Parchemin de caractéristique;1;01;15;2021;04;20;47;;42575 kamas/u.;44 000;429 997;4 500 000
Petit Parchemin d'Intelligence;Parchemin de caractéristique;1;01;15;2021;04;20;51;;3347 kamas/u.;3 999;30 000;319 999
Puissant Parchemin de Sagesse;Parchemin de caractéristique;1;01;15;2021;04;20;55;;819618 kamas/u.;tT Aah WA;8 479 969;
Petit Parchemin de Force;Parchemin de caractéristique;1;01;15;2021;04;20;58;;8489 kamas/u.;9 998;91 000;
Petit Parchemin de Sagesse;Parchemin de caractéristique;1;01;15;2021;04;21;02;;24055 kamas/u.;20 000;210 000;
Parchemin d'Agilité;Parchemin de caractéristique;1;01;15;2021;04;21;06;;172070 kamas/u.;166 665;1 499 999;
Grand Parchemin de Force;Parchemin de caractéristique;1;01;15;2021;04;21;09;;201152 kamas/u.;119 999;999 999;
Parchemin d'Intelligence;Parchemin de caractéristique;1;01;15;2021;04;21;14;;254606 kamas/u.;269 999;2 222 222;
Grand Parchemin de Chance;Parchemin de caractéristique;1;01;15;2021;04;21;17;;71890 kamas/u.;97 000;979 993;
Petit Parchemin de Chance;Parchemin de caractéristique;1;01;15;2021;04;21;21;;9980 kamas/u.;10 000;99 989;
Grand Parchemin de Chance;Parchemin de caractéristique;1;01;15;2021;04;21;25;;71890 kamas/u.;97 000;979 993;
Petit Parchemin de Chance;Parchemin de caractéristique;1;01;15;2021;04;21;28;;9980 kamas/u.;10 000;99 989;
Petit Parchemin de Vitalité;Parchemin de caractéristique;1;01;15;2021;04;21;32;;34967 kamas/u.;35 000;367 775;
Parchemin de Sorts;Parchemin de caractéristique;1;01;15;2021;04;21;36;;657596 kamas/u.;698 317;6 849 997;68 888 888
Parchemin de Sagesse;Parchemin de caractéristique;1;01;15;2021;04;21;40;;248266 kamas/u.;264 996;2 422 222;
Puissant Parchemin de Force;Parchemin de caractéristique;1;01;15;2021;04;21;43;;161837 kamas/u.;165 000;1 689 000;
Grand Parchemin d'Intelligence;Parchemin de caractéristique;1;01;15;2021;04;21;47;;236649 kamas/u.;219 000;2 444 444;
Puissant Parchemin de Vitalité;Parchemin de caractéristique;1;01;15;2021;04;21;50;;250572 kamas/u.;258 993;2 499 997;
Puissant Parchemin de Vitalité;Parchemin de caractéristique;1;01;15;2021;04;21;54;;250572 kamas/u.;258 993;2 499 997;
Parchemin de Vitalite;Parchemin de caractéristique;1;01;15;2021;04;21;57;;157601 kamas/u.;189 998;1 699 969;
Grand Parchemin de Sagesse;Parchemin de caractéristique;1;01;15;2021;04;22;01;;262195 kamas/u.;268 000;3 500 000;
Puissant Parchemin d'Agilité;Parchemin de caractéristique;1;01;15;2021;04;22;04;;725879 kamas/u.;739 997;7 494 999;
Parchemin de Sort Invocation de Chaferfu;Parchemin de sort;1;01;15;2021;04;22;12;;216582 kamas/u.;150 000;;
Parchemin de Sort Libération;Parchemin de sort;1;01;15;2021;04;22;16;;15862 kamas/u.;19 999;180 000;
Pawchemin de la Cawotte;Parchemin de sort;1;01;15;2021;04;22;20;;851091 kamas/u.;970 000;;
Parchemin de Sort Foudroiement;Parchemin de sort;1;01;15;2021;04;22;24;;661 kamas/u.;399;8 000;
Parchemin de Sort Flamiche;Parchemin de sort;1;01;15;2021;04;22;28;;11202 kamas/u.;AE Teh);110 000;
;Parchemin de sort;1;01;15;2021;04;22;31;;11202 kamas/u.;12 888;110 000;
;Parchemin de sort;1;01;15;2021;04;22;34;;11202 kamas/u.;AE Teh);110 000;
;Parchemin de sort;1;01;15;2021;04;22;38;;11202 kamas/u.;12 888;110 000;
;Parchemin de sort;1;01;15;2021;04;22;41;;11202 kamas/u.;AE Teh);110 000;
;Parchemin de sort;1;01;15;2021;04;22;44;;11202 kamas/u.;12 888;110 000;
;Parchemin de sort;1;01;15;2021;04;22;48;;11202 kamas/u.;AE Teh);110 000;
;Parchemin de sort;1;01;15;2021;04;22;51;;11202 kamas/u.;12 888;110 000;
