899;900;900;900;999;1 400;1 800;2 000;2 000;2 000;2 000;2 000;2 000;2 500;2 500;2 998;4 000;
10 000 000;;;;;
10 000 000;;;;;
10 000 000;;;;;
10 000 000;;;;;
10 000 000;;;;;
10 000 000;;;;;
10 000 000;;;;;
10 000 000;;;;;
10 000 000;;;;;
10 000 000;;;;;
200;499;500;500;500;500;500;900;
6 000;;;;;
25 000;;;;;
3 500;;;;;
5 000;;;;;
2 500;;;;;
13 500;20 000;;;;
5 000;;;;;
20 000;20 000;20 000;20 000;20 000;20 000;20 000;20 000;20 000;20 000;20 000;
5 000;;;;;
5 000;;;;;
12 000;;;;;
80 000;;;;;
65 000;;;;;
12 000;;;;;
11 000;11 000;12 000;12 000;12 000;12 000;12 000;12 000;13 000;14 000;19 999;19 999;35 000;55 000;
55 000;;;;;
39 000;;;;;
100 000;;;;;
30 000;;;;;
40 000;45 000;47 500;48 000;48 000;49 000;49 000;49 000;49 000;49 000;49 000;49 000;50 000;60 000;
80 000;;;;;
400 000;490 000;499 999;500 000;500 000;500 000;500 000;500 000;
200 000;;;;;
400 000;490 000;499 999;500 000;500 000;500 000;500 000;500 000;
200 000;;;;;
172 000;;;;;
90 000;;;;;
199 999;;;;;
1 199 000;1 250 000;2 000 000;;;
980 000;980 000;999 999;1 080 000;1 099 990;1 099 990;1 099 990;1 099 990;1 099 990;1 199 990;1 300 000;1 300 000;1 650 000;1 800 000;1 800 000;1 800 000;1 800 000;2 000 000;2 200 000;3 500 000;
555 555;;;;;
555 555;;;;;
800 000;950 000;1 000 000;1 000 000;;
2 600 000;;;;;
5 999 997;5 999 998;5 999 999;7 000 000;7 200 000;7 200 000;7 400 000;9 000 000;
17 999;19 000;;;;
;19 000;;;;
15 000;17 999;19 000;;;
15 000;;;;;
300;;;;;
17 999;;;;;
tx pelele);;;;;
29 999;;;;;
;;;;;
2 500;;;;;
1 000;;;;;
3 000;;;;;
3 000;;;;;
5 000;;;;;
3 000;;;;;
2 500;;;;;
20%);15 000;27 000;28 500;29 000;31 000;31 000;33 000;35 000;37 000;41 000;
2 999;2999;3 000;;;
2 400;;;;;
15 000;;;;;
4 500;8 500;;;;
10 000;;;;;
15 999;15 999;15 999;15 999;15 999;15 999;15 999;15 999;
5 000;;;;;
5 000;8 000;;;;
8 000;;;;;
1 000 000;;;;;
5 000;;;;;
80 000;;;;;
50 000;;;;;
15 000;;;;;
130 000;230 000;;;;
20 000;;;;;
20 000;;;;;
33 333;;;;;
8 000;;;;;
40 000;;;;;
175 000;178 888;178 888;178 999;179 999;180 000;188 888;188 888;190 000;190 000;199 996;199 996;200 000;250 000;
20 000;;;;;
10 000;;;;;
34 000;;;;;
9 999;;;;;
70 000;;;;;
350 000;;;;;
20 000;;;;;
50 000;;;;;
320 000;;;;;
1 499 999;3 000 000;;;;
775 285;;;;;
83 500;84 000;85 000;85 000;85 000;85 000;85 000;85 000;85 000;85 000;85 000;
20 000;;;;;
950 000;999 999;1 000 000;1 199 999;1 200 000;2 400 000;2 499 999;2 599 000;2 649 999;2 649 999;2 649 999;2 649 999;2 649 999;3 000 000;3 100 000;3 200 000;3 200 000;14 999 012;19 999 999;21 500 000;25 999 000;38 000 000;41 500 000;
399 999;400 000;1 600 000;;;
19 000;;;;;
100 000;;;;;
900 000;950 000;1 000 000;1 000 000;1 199 990;1 199 990;1 201 000;3 300 000;3 400 000;3 400 000;3 400 000;3 400 000;3 500 000;3 500 000;3 999 999;4 359 999;35 000 000;
1 300 000;1 499 999;1999 999;2 500 000;;
50 000;;;;;
60 000;;;;;
1 799 999;;;;;
85 000;;;;;
450 000;;;;;
500 000;1 350 000;1 400 000;;;
450 000;;;;;
500 000;1 350 000;1 400 000;;;
35 000;;;;;
1 690 000;1 880 000;1 888 888;1 899 999;1 899 999;1 899 999;1975 000;2 300 000;2 424 999;2 900 000;2 900 000;3 000 000;3 179 999;3 200 000;3 200 000;3 499 999;3 500 000;
350 000;;;;;
99 999;;;;;
1 500 000;2 500 000;;;;
50 000;;;;;
50 000;;;;;
100 000;;;;;
1 500 000;1 900 000;2 499 999;5 000 000;;
2 099 990;2 099 990;2 099 990;2 099 990;3 200 000;3 500 000;3 500 000;3 750 000;3755 555;3 999 999;4 000 000;4 000 000;4 800 000;6 800 000;
499;;;;;
;;;;;
8 000;;;;;
900;;;;;
1 500;;;;;
15 000;;;;;
1 000;;;;;
6 000;;;;;
4 000;;;;;
5 000;;;;;
10 000;;;;;
11 000;;;;;
5 000;;;;;
10 000;;;;;
10 000;;;;;
5 000;;;;;
14 999;14 999;;;;
40 000;;;;;
35 999;40 000;;;;
20 000;;;;;
99 998;100 000;;;;
9 000;;;;;
40 000;;;;;
20 000;25 000;28 000;40 000;45 000;
50 000;;;;;
Aho} °}<};13 000;13 000;13 000;13 000;13 000;15 000;15 000;15 000;15 000;15 000;15 000;15 000;15 000;15 000;15 000;15 000;15 000;15 000;15 000;15 000;15 000;15 000;15 000;15 000;15 000;15 000;15 000;15 000;15 000;15 000;15 000;15 000;15 000;15 000;
32 000;;;;;
60 000;;;;;
10 000;;;;;
50 000;56 000;80 000;;;
207 999;207 999;208 000;208 999;209 999;225 000;239 999;240 000;249 998;260 000;260 000;314 999;349 999;381 111;399 999;424 999;430 000;449 911;450 000;474 999;475 000;549 000;550 000;555 555;555 555;590 000;599 999;649 999;674 999;700 000;700 000;749 999;899 999;899 999;999 999;899 999;999 999;28 999 999;
eee;;;;;
69 390;85 000;;;;
450 000;;;;;
100 000;;;;;
100 000;110 000;190 000;229 999;239 999;248 000;249 789;299 999;299 999;299 999;329 999;600 000;750 000;750 000;750 000;750 000;799 999;799 999;799 999;799 999;
400 000;;;;;
100 000;100 000;;;;
50 000;;;;;
100 000;;;;;
150 000;150 000;150 000;160 000;200 000;200 000;210 000;400 000;400 000;400 000;400 000;400 000;400 000;449 999;449 999;449 999;449 999;450 000;455 555;458 545;458 545;529 999;559 999;575 999;588 888;650 000;688 888;688 888;688 888;688 888;688 888;688 888;688 888;688 888;999 999;999 999;999 999;999 999;999 999;999 999;2 800 000;
122 222;;;;;
230 000;299 999;320 000;400 000;450 000;450 000;450 000;450 000;699 999;699 999;699 999;699 999;699 999;700 000;700 000;700 000;700 000;700 000;749 999;750 000;750 000;900 000;900 000;
500 000;500 000;500 000;500 000;550 000;
400 000;;;;;
20 000;;;;;
250 000;;;;;
3 500 000;;;;;
300 000;;;;;
999 999;;;;;
999 999;;;;;
2 190 000;3 200 000;3 200 000;;;
4 000 011;;;;;
4 350 000;4 499 999;4999 999;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
